,Max_Temp,Min_Temp,Avg_Temp,Air_Frost,Total_Rainfall,Sunshine_Duration,Enjoyment,Raw
341,14.1,4.4,9.25,1.0,27.8,161.4,0.6747409422235527,4.0
342,14.1,4.4,9.25,1.0,27.8,161.4,0.8760580505981934,6.0
343,14.1,4.4,9.25,1.0,27.8,161.4,0.3805063771123649,2.0
344,14.1,4.4,9.25,1.0,27.8,161.4,0.6747409422235527,4.0
345,14.1,4.4,9.25,1.0,27.8,161.4,-0.4228539261329407,-2.25
346,16.1,7.5,11.8,0.0,58.0,156.9,1.1760052070951352,12.0
347,16.1,7.5,11.8,0.0,58.0,156.9,-0.26060239174734096,-1.3333333333333333
348,16.1,7.5,11.8,0.0,58.0,156.9,0.6747409422235527,4.0
349,16.1,7.5,11.8,0.0,58.0,156.9,0.6747409422235527,4.0
350,16.1,7.5,11.8,0.0,58.0,156.9,1.1441688336680205,11.0
351,16.1,7.5,11.8,0.0,58.0,156.9,-0.26060239174734096,-1.3333333333333333
352,16.1,7.5,11.8,0.0,58.0,156.9,-0.3805063771123649,-2.0
353,16.1,7.5,11.8,0.0,58.0,156.9,0.6747409422235527,4.0
354,16.1,7.5,11.8,0.0,58.0,156.9,-0.4636476090008061,-2.5
355,16.1,7.5,11.8,0.0,58.0,156.9,1.1760052070951352,12.0
356,18.0,9.8,13.9,0.0,84.6,178.8,0.9505468408120751,7.0
357,18.0,9.8,13.9,0.0,84.6,178.8,0.6747409422235527,4.0
358,18.0,9.8,13.9,0.0,84.6,178.8,0.0,0.0
359,18.0,9.8,13.9,0.0,84.6,178.8,0.8760580505981934,6.0
360,18.0,9.8,13.9,0.0,84.6,178.8,0.6747409422235527,4.0
361,21.7,12.7,17.2,0.0,97.6,183.6,-0.3805063771123649,-2.0
362,21.7,12.7,17.2,0.0,97.6,183.6,-0.3805063771123649,-2.0
363,21.7,12.7,17.2,0.0,97.6,183.6,0.8760580505981934,6.0
364,21.7,12.7,17.2,0.0,97.6,183.6,-0.4228539261329407,-2.25
365,21.7,12.7,17.2,0.0,97.6,183.6,0.9505468408120751,7.0
366,21.7,12.7,17.2,0.0,97.6,183.6,0.6747409422235527,4.0
367,21.7,12.7,17.2,0.0,97.6,183.6,-0.4228539261329407,-2.25
368,21.5,12.8,17.15,0.0,10.8,134.6,0.6747409422235527,4.0
369,21.5,12.8,17.15,0.0,10.8,134.6,1.2490457723982544,15.0
370,21.5,12.8,17.15,0.0,10.8,134.6,0.0,0.0
371,21.5,12.8,17.15,0.0,10.8,134.6,0.6747409422235527,4.0
372,21.5,12.8,17.15,0.0,10.8,134.6,1.1441688336680205,11.0
373,21.5,12.8,17.15,0.0,10.8,134.6,1.1760052070951352,12.0
374,21.5,12.8,17.15,0.0,10.8,134.6,0.9505468408120751,7.0
375,21.5,12.8,17.15,0.0,10.8,134.6,0.3805063771123649,2.0
376,17.6,11.0,14.3,0.0,76.0,103.8,0.9505468408120751,7.0
377,17.6,11.0,14.3,0.0,76.0,103.8,0.9505468408120751,7.0
378,17.6,11.0,14.3,0.0,76.0,103.8,0.6747409422235527,4.0
379,17.6,11.0,14.3,0.0,76.0,103.8,-0.26060239174734096,-1.3333333333333333
380,17.6,11.0,14.3,0.0,76.0,103.8,-0.23554498072086333,-1.2
381,17.6,11.0,14.3,0.0,76.0,103.8,0.8760580505981934,6.0
382,17.6,11.0,14.3,0.0,76.0,103.8,0.9505468408120751,7.0
383,12.5,6.9,9.7,1.0,128.4,51.1,0.8760580505981934,6.0
384,12.5,6.9,9.7,1.0,128.4,51.1,1.1760052070951352,12.0
385,12.5,6.9,9.7,1.0,128.4,51.1,-0.4228539261329407,-2.25
386,12.5,6.9,9.7,1.0,128.4,51.1,0.0,0.0
387,12.5,6.9,9.7,1.0,128.4,51.1,0.6747409422235527,4.0
388,12.5,6.9,9.7,1.0,128.4,51.1,0.9505468408120751,7.0
389,12.5,6.9,9.7,1.0,128.4,51.1,-0.26060239174734096,-1.3333333333333333
390,12.5,6.9,9.7,1.0,128.4,51.1,1.1441688336680205,11.0
391,12.5,6.9,9.7,1.0,128.4,51.1,1.0121970114513341,8.0
392,12.5,6.9,9.7,1.0,128.4,51.1,0.6747409422235527,4.0
393,9.2,3.0,6.1,7.0,37.8,71.6,-0.3805063771123649,-2.0
394,9.2,3.0,6.1,7.0,37.8,71.6,1.1760052070951352,12.0
395,9.2,3.0,6.1,7.0,37.8,71.6,0.6747409422235527,4.0
396,9.2,3.0,6.1,7.0,37.8,71.6,0.9505468408120751,7.0
397,9.2,3.0,6.1,7.0,37.8,71.6,1.1441688336680205,11.0
398,9.2,3.0,6.1,7.0,37.8,71.6,0.9505468408120751,7.0
399,9.2,3.0,6.1,7.0,37.8,71.6,0.3805063771123649,2.0
400,9.2,3.0,6.1,7.0,37.8,71.6,1.299849476456476,18.0
401,9.2,3.0,6.1,7.0,37.8,71.6,0.9505468408120751,7.0
402,9.2,3.0,6.1,7.0,37.8,71.6,1.0121970114513341,8.0
403,9.2,3.0,6.1,7.0,37.8,71.6,0.9505468408120751,7.0
404,9.2,3.0,6.1,7.0,37.8,71.6,-0.4228539261329407,-2.25
405,9.2,3.0,6.1,7.0,37.8,71.6,0.8760580505981934,6.0
406,9.2,3.0,6.1,7.0,37.8,71.6,-0.26060239174734096,-1.3333333333333333
407,9.2,3.0,6.1,7.0,37.8,71.6,0.0,0.0
408,8.8,1.6,5.2,10.0,63.4,62.0,0.3805063771123649,2.0
409,8.8,1.6,5.2,10.0,63.4,62.0,0.3805063771123649,2.0
410,8.8,1.6,5.2,10.0,63.4,62.0,0.9505468408120751,7.0
411,8.8,1.6,5.2,10.0,63.4,62.0,0.8760580505981934,6.0
412,8.8,1.6,5.2,10.0,63.4,62.0,1.1760052070951352,12.0
413,8.8,1.6,5.2,10.0,63.4,62.0,-0.4636476090008061,-2.5
414,8.8,1.6,5.2,10.0,63.4,62.0,1.1760052070951352,12.0
415,8.8,1.6,5.2,10.0,63.4,62.0,-0.3805063771123649,-2.0
416,8.8,1.6,5.2,10.0,63.4,62.0,0.3805063771123649,2.0
417,8.0,1.8,4.9,8.0,38.6,63.9,1.39408747072486,28.0
418,8.0,1.8,4.9,8.0,38.6,63.9,-0.3805063771123649,-2.0
419,8.0,1.8,4.9,8.0,38.6,63.9,0.3805063771123649,2.0
420,8.0,1.8,4.9,8.0,38.6,63.9,0.8760580505981934,6.0
421,8.0,1.8,4.9,8.0,38.6,63.9,0.6747409422235527,4.0
422,8.0,1.8,4.9,8.0,38.6,63.9,0.3805063771123649,2.0
423,8.0,1.8,4.9,8.0,38.6,63.9,0.3805063771123649,2.0
424,8.0,1.8,4.9,8.0,38.6,63.9,-0.26060239174734096,-1.3333333333333333
425,8.0,1.8,4.9,8.0,38.6,63.9,-0.4228539261329407,-2.25
426,11.6,4.1,7.85,1.0,24.0,140.7,0.9505468408120751,7.0
427,11.6,4.1,7.85,1.0,24.0,140.7,-0.3805063771123649,-2.0
428,11.6,4.1,7.85,1.0,24.0,140.7,-0.26060239174734096,-1.3333333333333333
429,11.6,4.1,7.85,1.0,24.0,140.7,-0.26060239174734096,-1.3333333333333333
430,11.6,4.1,7.85,1.0,24.0,140.7,1.1441688336680205,11.0
431,11.6,4.1,7.85,1.0,24.0,140.7,1.1760052070951352,12.0
432,11.6,4.1,7.85,1.0,24.0,140.7,0.3805063771123649,2.0
433,11.6,4.1,7.85,1.0,24.0,140.7,0.6747409422235527,4.0
434,11.6,4.1,7.85,1.0,24.0,140.7,-0.26060239174734096,-1.3333333333333333
435,16.3,6.0,11.15,0.0,16.2,212.1,1.299849476456476,18.0
436,16.3,6.0,11.15,0.0,16.2,212.1,0.8760580505981934,6.0
437,16.3,6.0,11.15,0.0,16.2,212.1,0.8760580505981934,6.0
438,16.3,6.0,11.15,0.0,16.2,212.1,0.3805063771123649,2.0
439,16.3,6.0,11.15,0.0,16.2,212.1,-0.3805063771123649,-2.0
440,16.3,6.0,11.15,0.0,16.2,212.1,-0.4636476090008061,-2.5
441,16.3,6.0,11.15,0.0,16.2,212.1,0.6747409422235527,4.0
442,16.3,6.0,11.15,0.0,16.2,212.1,-0.4636476090008061,-2.5
443,16.3,6.0,11.15,0.0,16.2,212.1,0.0,0.0
444,16.3,6.0,11.15,0.0,16.2,212.1,0.0,0.0
445,17.6,8.8,13.2,0.0,41.6,189.0,0.6747409422235527,4.0
446,17.6,8.8,13.2,0.0,41.6,189.0,0.6747409422235527,4.0
447,17.6,8.8,13.2,0.0,41.6,189.0,-0.26060239174734096,-1.3333333333333333
448,17.6,8.8,13.2,0.0,41.6,189.0,0.3805063771123649,2.0
449,17.6,8.8,13.2,0.0,41.6,189.0,-0.3805063771123649,-2.0
450,17.6,8.8,13.2,0.0,41.6,189.0,0.8760580505981934,6.0
451,17.6,8.8,13.2,0.0,41.6,189.0,-0.26060239174734096,-1.3333333333333333
452,17.6,8.8,13.2,0.0,41.6,189.0,0.0,0.0
453,17.6,8.8,13.2,0.0,41.6,189.0,1.299849476456476,18.0
454,17.6,8.8,13.2,0.0,41.6,189.0,1.1441688336680205,11.0
455,17.6,8.8,13.2,0.0,41.6,189.0,0.6747409422235527,4.0
