Year,Unnamed: 0,Month,Tmax,Tmin,AF,Rain,Sun,Tmean
1985,936.5,6.5,13.549999999999999,7.6000000000000005,3.3333333333333335,60.379999999999995,88.76666666666667,10.575000000000001
1986,948.5,6.5,11.366666666666667,5.025,4.0,82.45,104.84166666666668,8.195833333333333
1987,960.5,6.5,11.541666666666666,5.583333333333333,4.583333333333333,66.03333333333335,84.37272727272727,8.5625
1988,972.5,6.5,12.341666666666667,6.1000000000000005,2.4166666666666665,77.075,75.55714285714285,9.220833333333333
1989,984.5,6.5,13.383333333333333,6.458333333333333,1.6666666666666667,58.94166666666666,119.75833333333333,9.920833333333333
1990,996.5,6.5,13.358333333333334,6.308333333333334,1.25,72.20833333333333,107.02499999999999,9.833333333333334
1991,1008.5,6.5,12.4,5.533333333333334,4.416666666666667,67.51666666666667,88.25833333333333,8.9
1992,1020.5,6.5,12.533333333333333,5.858333333333333,3.5833333333333335,69.24166666666666,95.81666666666666,9.195833333333333
1993,1032.5,6.5,11.845454545454546,5.4750000000000005,3.8333333333333335,79.325,86.35833333333333,8.60909090909091
1994,1044.5,6.5,12.716666666666667,6.016666666666667,2.8333333333333335,80.55,103.94166666666666,9.366666666666667
1995,1056.5,6.5,13.990909090909092,6.091666666666666,4.25,53.90833333333333,123.37272727272726,10.281818181818181
1996,1068.5,6.5,10.48,5.483333333333333,5.083333333333333,66.26666666666667,101.0,7.44
1997,1080.5,6.5,13.275,6.625,2.6666666666666665,64.94166666666666,108.7909090909091,9.95
1998,1092.5,6.5,12.040000000000001,6.427272727272728,2.5454545454545454,86.90833333333335,89.78,8.99
1999,1104.5,6.5,13.336363636363636,6.741666666666667,2.3333333333333335,80.93333333333334,129.25555555555556,9.936363636363636
2000,1116.5,6.5,12.618181818181819,5.990909090909091,2.1818181818181817,95.20833333333333,102.71428571428571,9.304545454545455
2001,1128.5,6.5,12.825000000000001,5.841666666666668,4.75,65.27499999999999,117.7,9.333333333333334
2002,1140.5,6.5,13.358333333333334,6.833333333333333,1.5,90.35000000000001,134.4,10.095833333333333
2003,1152.5,6.5,13.833333333333334,6.308333333333334,4.333333333333333,52.925000000000004,133.95999999999998,10.070833333333333
2004,1164.5,6.5,13.366666666666667,6.883333333333333,2.4166666666666665,72.25,102.3,10.125
2005,1176.5,6.5,13.541666666666666,6.625,3.5,60.50833333333333,120.91,10.083333333333334
2006,1188.5,6.5,13.991666666666667,7.1000000000000005,2.6666666666666665,66.95,117.71666666666665,10.545833333333333
2007,1200.5,6.5,13.6,6.766666666666667,2.3333333333333335,83.51666666666667,115.97500000000001,10.183333333333334
2008,1212.5,6.5,12.908333333333333,6.433333333333334,3.0,92.23333333333333,104.7,9.670833333333333
2009,1224.5,6.5,12.941666666666665,6.558333333333334,3.0833333333333335,70.83333333333333,117.76363636363637,9.75
2010,1236.5,6.5,11.60909090909091,5.133333333333334,6.333333333333333,58.475,90.55714285714285,8.327272727272726
2011,1248.5,6.5,13.725000000000001,6.733333333333333,1.9166666666666667,55.25,121.73333333333333,10.229166666666666
2012,1260.5,6.5,12.583333333333334,5.95,3.25,102.75833333333333,107.56666666666666,9.266666666666667
2013,1272.5,6.5,12.608333333333334,5.8500000000000005,5.25,62.333333333333336,129.82857142857142,9.229166666666666
2014,1284.5,6.5,13.85,7.058333333333334,1.6666666666666667,86.11666666666667,,10.454166666666667
2015,1296.5,6.5,13.308333333333332,6.233333333333333,2.0833333333333335,92.36666666666667,,9.770833333333334
2016,1308.5,6.5,13.233333333333334,6.458333333333333,3.3333333333333335,69.11666666666666,,9.845833333333333
2017,1320.5,6.5,13.466666666666667,6.816666666666666,2.75,61.333333333333336,,10.141666666666667
2018,1332.5,6.5,13.741666666666667,6.366666666666667,3.3333333333333335,58.48333333333333,,10.054166666666667
2019,1344.5,6.5,13.416666666666666,6.483333333333333,2.5833333333333335,85.95,,9.950000000000001
2020,1356.5,6.5,12.86,6.14,1.6,92.25,,9.5
2021,1368.5,6.5,13.375,6.358333333333333,3.75,74.69090909090909,,9.866666666666667
2022,1380.5,6.5,15.530000000000001,7.7,2.5,60.879999999999995,,11.615
2023,1392.5,6.5,14.1,7.208333333333333,2.9166666666666665,87.85000000000001,,10.654166666666667
